rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,slider_start,accuracy,participant_id,ctime
2848,0,html-slider-response,7,40403,0.0-2.0-0.4,NA,"<i>Stevie didn't certify that the factory closed.</i> <br> <br> According to this statement, did the factory close?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
4855,100,html-slider-response,8,45258,0.0-2.0-0.5,NA,"<i>Harper didn't contest that the paper burned.</i> <br> <br> According to this statement, did the paper burn?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
5008,100,html-slider-response,9,50267,0.0-2.0-0.6,NA,"<i>Morgan didn't apologize that the room darkened.</i> <br> <br> According to this statement, did the room darken?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
4727,0,html-slider-response,10,54994,0.0-2.0-0.7,NA,"<i>Taylor smiled when the vase didn't shatter.</i> <br> <br> According to this statement, did the vase shatter?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
4543,100,html-slider-response,11,59538,0.0-2.0-0.8,NA,"<i>Frankie didn't uncover that the bolt loosened.</i> <br> <br> According to this statement, did the bolt loosen?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
6199,100,html-slider-response,12,65738,0.0-2.0-0.9,NA,"<i>Charlie didn't rant that the airbag deployed.</i> <br> <br> According to this statement, did the airbag deploy?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
4312,100,html-slider-response,13,70051,0.0-2.0-0.10,NA,"<i>Evan didn't babble that the sauce thickened.</i> <br> <br> According to this statement, did the sauce thicken?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
4606,100,html-slider-response,14,74657,0.0-2.0-0.11,NA,"<i>Reese didn't radio that the balloon popped.</i> <br> <br> According to this statement, did the balloon pop?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
41824,100,html-slider-response,15,116483,0.0-2.0-0.12,NA,"<i>Alex didn't fall when the cane broke.</i> <br> <br> According to this statement, did the cane break?",50,NA,7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
10755,"{""P0_Q0"":null,""age"":""33"",""gender"":""female"",""language"":""yes"",""AE"":""yes"",""comments"":""""}",survey,16,127284,0.0-3.0,NA,NA,NA,[],7426c3b1-64ff-4e61-b281-de3f65d61a93,2024-09-14 15:36:33 CEST
9899,"{""Q0"":""Mary""}",survey-text,0,9906,0.0-0.0-0.0,TRUE,NA,NA,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
1160,0,html-button-response,1,11068,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
18547,0,html-button-response,2,29617,0.0-1.0,NA,"<h3>Welcome!</h3>  <p style='text-align:left'>Please read the following instructions carefully.</p>  <p style='text-align:left'>In this experiment, you will read 13 statements followed by a question, as in the example below:</p>  <div style='display: flex; justify-content: center;'>    <div style='white-space: nowrap; text-align: left;'>      <p style='text-align:left'> <i>Robin didn't believe that the table wobbled.</i> </p>      <p style='text-align:left'> According to this statement, did the table wobble? </p>    </div>  </div>  <p style='text-align:left'>To answer the question, you will use a slider marked 'no' at one end and 'yes' at the other.</p>  <p style='text-align:left'>The experiment will take about 2.5 minutes and you will be paid £0.39.</p>  <p style='text-align:left' font size=""1"">By clicking the button below, you agree to participate in this experiment conducted by researchers at the University of Stuttgart. You may withdraw from the experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you can contact the requester through Prolific or by writing directly to st166874@stud.uni-stuttgart.de.</p>",NA,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
9572,0,html-slider-response,3,39191,0.0-2.0-0.0,NA,"<i>Harper didn't pretend that the computer restarted.</i> <br> <br> According to this statement, did the computer restart?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
4990,0,html-slider-response,4,44183,0.0-2.0-0.1,NA,"<i>Taylor smiled when the vase didn't shatter.</i> <br> <br> According to this statement, did the vase shatter?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
11114,100,html-slider-response,5,55298,0.0-2.0-0.2,NA,"<i>Blake didn't mention that the airbag deployed.</i> <br> <br> According to this statement, did the airbag deploy?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
11470,100,html-slider-response,6,66770,0.0-2.0-0.3,NA,"<i>Stevie didn't grunt that the sauce thickened.</i> <br> <br> According to this statement, did the sauce thicken?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
13143,100,html-slider-response,7,79916,0.0-2.0-0.4,NA,"<i>Reese didn't warrant that the gate opened.</i> <br> <br> According to this statement, did the gate open?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
11297,100,html-slider-response,8,91214,0.0-2.0-0.5,NA,"<i>Frankie didn't quip that the bolt loosened.</i> <br> <br> According to this statement, did the bolt loosen?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
7875,100,html-slider-response,9,99091,0.0-2.0-0.6,NA,"<i>Evan didn't question that the balloon popped.</i> <br> <br> According to this statement, did the balloon pop?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
7440,100,html-slider-response,10,106533,0.0-2.0-0.7,NA,"<i>Alex didn't fall when the cane broke.</i> <br> <br> According to this statement, did the cane break?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
16764,100,html-slider-response,11,123299,0.0-2.0-0.8,NA,"<i>Jamie didn't phone that the knot tightened.</i> <br> <br> According to this statement, did the knot tighten?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
10898,100,html-slider-response,12,134198,0.0-2.0-0.9,NA,"<i>Charlie didn't jest that the paper burned.</i> <br> <br> According to this statement, did the paper burn?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
7409,100,html-slider-response,13,141609,0.0-2.0-0.10,NA,"<i>Jordan didn't argue that the factory closed.</i> <br> <br> According to this statement, did the factory close?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
6495,0,html-slider-response,14,148105,0.0-2.0-0.11,NA,"<i>Dylan didn't demonstrate that the room darkened.</i> <br> <br> According to this statement, did the room darken?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
10230,100,html-slider-response,15,158336,0.0-2.0-0.12,NA,"<i>Morgan didn't retort that the egg cracked.</i> <br> <br> According to this statement, did the egg crack?",50,NA,cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
10953,"{""P0_Q0"":null,""age"":""31"",""gender"":""female"",""language"":""yes"",""AE"":""yes"",""comments"":""""}",survey,16,169329,0.0-3.0,NA,NA,NA,[],cef4cef9-ade4-456f-85cb-212cb8542e4a,2024-09-14 15:38:37 CEST
